id,,,,,,,Temperature,,,,,,Humidity
155,,,,,,,19.2,,,,,,17.6
156,,,,,,,19.2,,,,,,17.6
157,,,,,,,19.2,,,,,,17.6
158,,,,,,,19.2,,,,,,17.6
159,,,,,,,19.2,,,,,,17.6
160,,,,,,,19.2,,,,,,17.6
161,,,,,,,19.2,,,,,,17.6
162,,,,,,,19.2,,,,,,17.6
163,,,,,,,19.2,,,,,,17.6
164,,,,,,,19.2,,,,,,17.6
165,,,,,,,19.2,,,,,,17.6
166,,,,,,,19.2,,,,,,17.6
167,,,,,,,19.2,,,,,,17.6
168,,,,,,,19.2,,,,,,17.6
169,,,,,,,19.2,,,,,,17.6
170,,,,,,,19.2,,,,,,17.6
171,,,,,,,19.2,,,,,,17.6
172,,,,,,,19.2,,,,,,17.6
173,,,,,,,19.2,,,,,,17.6
174,,,,,,,19.2,,,,,,17.6
175,,,,,,,19.2,,,,,,17.6
176,,,,,,,19.2,,,,,,17.6
177,,,,,,,19.2,,,,,,17.6
178,,,,,,,19.2,,,,,,17.6
179,,,,,,,19.2,,,,,,17.6
180,,,,,,,19.2,,,,,,17.6
181,,,,,,,19.2,,,,,,17.6
182,,,,,,,19.2225,,,,,,17.6
183,,,,,,,19.2225,,,,,,17.6
184,,,,,,,19.2225,,,,,,17.6
185,,,,,,,19.2225,,,,,,17.6
186,,,,,,,19.2225,,,,,,17.6
187,,,,,,,19.2225,,,,,,17.6
188,,,,,,,19.2225,,,,,,17.6
189,,,,,,,19.2225,,,,,,17.625
190,,,,,,,19.2225,,,,,,17.625
191,,,,,,,19.2225,,,,,,17.63333333
192,,,,,,,19.2225,,,,,,17.63333333
193,,,,,,,19.2225,,,,,,17.65
194,,,,,,,19.2225,,,,,,17.65
195,,,,,,,19.23,,,,,,17.65
196,,,,,,,19.23,,,,,,17.65
197,,,,,,,19.23,,,,,,17.675
198,,,,,,,19.23,,,,,,17.675
199,,,,,,,19.23,,,,,,17.675
200,,,,,,,19.23,,,,,,17.7
201,,,,,,,19.23,,,,,,17.7
202,,,,,,,19.23,,,,,,17.7
203,,,,,,,19.23,,,,,,17.7
204,,,,,,,19.23,,,,,,17.7
205,,,,,,,19.23,,,,,,17.7
206,,,,,,,19.23,,,,,,17.7
207,,,,,,,19.23,,,,,,17.7
208,,,,,,,19.23,,,,,,17.7
209,,,,,,,19.23,,,,,,17.7
210,,,,,,,19.23,,,,,,17.7
211,,,,,,,19.23,,,,,,17.7
212,,,,,,,19.23,,,,,,17.7
213,,,,,,,19.23,,,,,,17.7
214,,,,,,,19.23,,,,,,17.7
215,,,,,,,19.23,,,,,,17.7
216,,,,,,,19.23,,,,,,17.7
217,,,,,,,19.23,,,,,,17.7
218,,,,,,,19.23,,,,,,17.745
219,,,,,,,19.245,,,,,,17.745
220,,,,,,,19.245,,,,,,17.745
221,,,,,,,19.245,,,,,,17.7675
222,,,,,,,19.245,,,,,,17.79
223,,,,,,,19.245,,,,,,17.79
224,,,,,,,19.245,,,,,,17.79
225,,,,,,,19.245,,,,,,17.79
226,,,,,,,19.245,,,,,,17.79
227,,,,,,,19.245,,,,,,17.79
228,,,,,,,19.245,,,,,,17.79
229,,,,,,,19.245,,,,,,17.815
230,,,,,,,19.245,,,,,,17.815
231,,,,,,,19.245,,,,,,17.82333333
232,,,,,,,19.245,,,,,,17.83
233,,,,,,,19.245,,,,,,17.84
234,,,,,,,19.245,,,,,,17.865
235,,,,,,,19.245,,,,,,17.89
236,,,,,,,19.245,,,,,,17.89
237,,,,,,,19.245,,,,,,17.89
238,,,,,,,19.245,,,,,,17.89
239,,,,,,,19.245,,,,,,17.89
240,,,,,,,19.245,,,,,,17.89
241,,,,,,,19.245,,,,,,17.89
242,,,,,,,19.245,,,,,,17.89
243,,,,,,,19.245,,,,,,17.89
244,,,,,,,19.245,,,,,,17.9175
245,,,,,,,19.245,,,,,,17.945
246,,,,,,,19.245,,,,,,17.945
247,,,,,,,19.245,,,,,,17.945
248,,,,,,,19.245,,,,,,17.945
249,,,,,,,19.245,,,,,,17.945
250,,,,,,,19.245,,,,,,17.96333333
251,,,,,,,19.245,,,,,,17.96333333
252,,,,,,,19.245,,,,,,17.9725
253,,,,,,,19.245,,,,,,17.9725
254,,,,,,,19.245,,,,,,17.9725
255,,,,,,,19.245,,,,,,18
256,,,,,,,19.245,,,,,,18
257,,,,,,,19.245,,,,,,18
258,,,,,,,19.245,,,,,,18
259,,,,,,,19.245,,,,,,18
260,,,,,,,19.245,,,,,,18
261,,,,,,,19.245,,,,,,18.025
262,,,,,,,19.245,,,,,,18.025
263,,,,,,,19.245,,,,,,18.03333333
264,,,,,,,19.245,,,,,,18.05
265,,,,,,,19.245,,,,,,18.05
266,,,,,,,19.245,,,,,,18.1
267,,,,,,,19.245,,,,,,18.1
268,,,,,,,19.245,,,,,,18.1
269,,,,,,,19.26,,,,,,18.1
270,,,,,,,19.26,,,,,,18.1
271,,,,,,,19.26,,,,,,18.1
272,,,,,,,19.26,,,,,,18.1
273,,,,,,,19.26,,,,,,18.1
274,,,,,,,19.26,,,,,,18.1
275,,,,,,,19.26,,,,,,18.1
276,,,,,,,19.26,,,,,,18.16666667
277,,,,,,,19.26,,,,,,18.16666667
278,,,,,,,19.26,,,,,,18.175
279,,,,,,,19.26,,,,,,18.2
280,,,,,,,19.26,,,,,,18.2
281,,,,,,,19.26,,,,,,18.2
282,,,,,,,19.26,,,,,,18.2
283,,,,,,,19.26,,,,,,18.2
284,,,,,,,19.26,,,,,,18.2
285,,,,,,,19.2675,,,,,,18.2
286,,,,,,,19.2675,,,,,,18.2
287,,,,,,,19.2675,,,,,,18.2225
288,,,,,,,19.2675,,,,,,18.23
289,,,,,,,19.2675,,,,,,18.245
290,,,,,,,19.2675,,,,,,18.245
291,,,,,,,19.2675,,,,,,18.29
292,,,,,,,19.2675,,,,,,18.29
293,,,,,,,19.2675,,,,,,18.29
294,,,,,,,19.2675,,,,,,18.29
295,,,,,,,19.2675,,,,,,18.29
296,,,,,,,19.272,,,,,,18.315
297,,,,,,,19.29,,,,,,18.34
298,,,,,,,19.29,,,,,,18.365
299,,,,,,,19.29,,,,,,18.39
300,,,,,,,19.29,,,,,,18.39
301,,,,,,,19.29,,,,,,18.39
302,,,,,,,19.29,,,,,,18.39
303,,,,,,,19.29,,,,,,18.39
304,,,,,,,19.29,,,,,,18.39
305,,,,,,,19.29,,,,,,18.39
306,,,,,,,19.29,,,,,,18.39
307,,,,,,,19.29,,,,,,18.39
308,,,,,,,19.29,,,,,,18.39
309,,,,,,,19.29,,,,,,18.42666667
310,,,,,,,19.29,,,,,,18.42666667
311,,,,,,,19.29,,,,,,18.445
312,,,,,,,19.29,,,,,,18.445
313,,,,,,,19.29,,,,,,18.4725
314,,,,,,,19.29,,,,,,18.4725
315,,,,,,,19.29,,,,,,18.5
316,,,,,,,19.29,,,,,,18.5
317,,,,,,,19.29,,,,,,18.5
318,,,,,,,19.29,,,,,,18.5
319,,,,,,,19.29,,,,,,18.5
320,,,,,,,19.29,,,,,,18.5
321,,,,,,,19.29,,,,,,18.5
322,,,,,,,19.29,,,,,,18.5
323,,,,,,,19.29,,,,,,18.5
324,,,,,,,19.29,,,,,,18.5
325,,,,,,,19.29,,,,,,18.5
326,,,,,,,19.29,,,,,,18.5
327,,,,,,,19.29,,,,,,18.5
328,,,,,,,19.29,,,,,,18.5
329,,,,,,,19.29,,,,,,18.5
330,,,,,,,19.29,,,,,,18.5
331,,,,,,,19.29,,,,,,18.5
332,,,,,,,19.29,,,,,,18.5
333,,,,,,,19.29,,,,,,18.5
334,,,,,,,19.29,,,,,,18.5
335,,,,,,,19.29,,,,,,18.5
336,,,,,,,19.29,,,,,,18.5
337,,,,,,,19.29,,,,,,18.5
338,,,,,,,19.29,,,,,,18.5
339,,,,,,,19.29,,,,,,18.5
340,,,,,,,19.29,,,,,,18.5
341,,,,,,,19.29,,,,,,18.525
342,,,,,,,19.29,,,,,,18.525
343,,,,,,,19.29,,,,,,18.525
344,,,,,,,19.29,,,,,,18.55
345,,,,,,,19.29,,,,,,18.55
346,,,,,,,19.29,,,,,,18.55
347,,,,,,,19.29,,,,,,18.55
348,,,,,,,19.29,,,,,,18.56666667
349,,,,,,,19.29,,,,,,18.56666667
350,,,,,,,19.29,,,,,,18.56666667
351,,,,,,,19.29,,,,,,18.56666667
352,,,,,,,19.29,,,,,,18.575
353,,,,,,,19.29,,,,,,18.6
354,,,,,,,19.29,,,,,,18.6
355,,,,,,,19.29,,,,,,18.6
356,,,,,,,19.29,,,,,,18.6
357,,,,,,,19.29,,,,,,18.6
358,,,,,,,19.29,,,,,,18.6
359,,,,,,,19.29,,,,,,18.6
360,,,,,,,19.29,,,,,,18.6
361,,,,,,,19.29,,,,,,18.6
362,,,,,,,19.29,,,,,,18.6
363,,,,,,,19.29,,,,,,18.6
364,,,,,,,19.29,,,,,,18.6
365,,,,,,,19.29,,,,,,18.6
366,,,,,,,19.29,,,,,,18.6
367,,,,,,,19.29,,,,,,18.6
368,,,,,,,19.29,,,,,,18.6
369,,,,,,,19.29,,,,,,18.6
370,,,,,,,19.29,,,,,,18.6
371,,,,,,,19.29,,,,,,18.6
372,,,,,,,19.29,,,,,,18.6
373,,,,,,,19.29,,,,,,18.6
374,,,,,,,19.29,,,,,,18.6
375,,,,,,,19.29,,,,,,18.6
376,,,,,,,19.29,,,,,,18.6
377,,,,,,,19.29,,,,,,18.6
378,,,,,,,19.29,,,,,,18.6
379,,,,,,,19.29,,,,,,18.6
380,,,,,,,19.29,,,,,,18.6
381,,,,,,,19.29,,,,,,18.6
382,,,,,,,19.29,,,,,,18.6
383,,,,,,,19.29,,,,,,18.6
384,,,,,,,19.29,,,,,,18.6
385,,,,,,,19.29,,,,,,18.6
386,,,,,,,19.29,,,,,,18.6
387,,,,,,,19.29,,,,,,18.6
388,,,,,,,19.29,,,,,,18.6
389,,,,,,,19.29,,,,,,18.6
390,,,,,,,19.29,,,,,,18.6
391,,,,,,,19.29,,,,,,18.6
392,,,,,,,19.29,,,,,,18.6
393,,,,,,,19.29,,,,,,18.6
394,,,,,,,19.29,,,,,,18.6
395,,,,,,,19.29,,,,,,18.6
396,,,,,,,19.29,,,,,,18.6
397,,,,,,,19.29,,,,,,18.6
398,,,,,,,19.29,,,,,,18.6
399,,,,,,,19.29,,,,,,18.6
400,,,,,,,19.29,,,,,,18.6
401,,,,,,,19.29,,,,,,18.6
402,,,,,,,19.29,,,,,,18.6
403,,,,,,,19.29,,,,,,18.6
404,,,,,,,19.29,,,,,,18.6
405,,,,,,,19.29,,,,,,18.6
406,,,,,,,19.29,,,,,,18.6
407,,,,,,,19.29,,,,,,18.6
408,,,,,,,19.29,,,,,,18.6
409,,,,,,,19.29,,,,,,18.6
410,,,,,,,19.29,,,,,,18.6
411,,,,,,,19.29,,,,,,18.6
412,,,,,,,19.29,,,,,,18.6
413,,,,,,,19.29,,,,,,18.6
414,,,,,,,19.29,,,,,,18.6
415,,,,,,,19.29,,,,,,18.6
416,,,,,,,19.29,,,,,,18.63333333
417,,,,,,,19.29,,,,,,18.63333333
418,,,,,,,19.29,,,,,,18.65
419,,,,,,,19.29,,,,,,18.65
420,,,,,,,19.29,,,,,,18.65
421,,,,,,,19.29,,,,,,18.65
422,,,,,,,19.29,,,,,,18.65
423,,,,,,,19.29,,,,,,18.65
424,,,,,,,19.29,,,,,,18.65
425,,,,,,,19.29,,,,,,18.65
426,,,,,,,19.29,,,,,,18.65
427,,,,,,,19.29,,,,,,18.65
428,,,,,,,19.29,,,,,,18.65
429,,,,,,,19.29,,,,,,18.65
430,,,,,,,19.29,,,,,,18.65
431,,,,,,,19.29,,,,,,18.65
432,,,,,,,19.29,,,,,,18.65
433,,,,,,,19.29,,,,,,18.65
434,,,,,,,19.29,,,,,,18.65
435,,,,,,,19.29,,,,,,18.65
436,,,,,,,19.29,,,,,,18.66666667
437,,,,,,,19.29,,,,,,18.66666667
438,,,,,,,19.29,,,,,,18.66666667
439,,,,,,,19.29,,,,,,18.66666667
440,,,,,,,19.29,,,,,,18.66666667
441,,,,,,,19.29,,,,,,18.66666667
442,,,,,,,19.29,,,,,,18.66666667
443,,,,,,,19.29,,,,,,18.66666667
444,,,,,,,19.29,,,,,,18.675
445,,,,,,,19.29,,,,,,18.675
446,,,,,,,19.29,,,,,,18.695
447,,,,,,,19.29,,,,,,18.7
448,,,,,,,19.29,,,,,,18.7
449,,,,,,,19.29,,,,,,18.7
450,,,,,,,19.29,,,,,,18.7
451,,,,,,,19.29,,,,,,18.7
452,,,,,,,19.29,,,,,,18.7
453,,,,,,,19.29,,,,,,18.7
454,,,,,,,19.29,,,,,,18.7
455,,,,,,,19.29,,,,,,18.7
456,,,,,,,19.29,,,,,,18.7
457,,,,,,,19.29,,,,,,18.7
458,,,,,,,19.29,,,,,,18.7
459,,,,,,,19.29,,,,,,18.7
460,,,,,,,19.29,,,,,,18.7
461,,,,,,,19.29,,,,,,18.7
462,,,,,,,19.29,,,,,,18.7
463,,,,,,,19.29,,,,,,18.7
464,,,,,,,19.29,,,,,,18.7
465,,,,,,,19.29,,,,,,18.7
466,,,,,,,19.29,,,,,,18.7
467,,,,,,,19.29,,,,,,18.7
468,,,,,,,19.29,,,,,,18.7
469,,,,,,,19.29,,,,,,18.7
470,,,,,,,19.29,,,,,,18.7
471,,,,,,,19.29,,,,,,18.7
472,,,,,,,19.29,,,,,,18.7
473,,,,,,,19.29,,,,,,18.7
474,,,,,,,19.29,,,,,,18.7
475,,,,,,,19.29,,,,,,18.7
476,,,,,,,19.29,,,,,,18.7
477,,,,,,,19.29,,,,,,18.7
478,,,,,,,19.29,,,,,,18.7
479,,,,,,,19.29,,,,,,18.7
480,,,,,,,19.29,,,,,,18.7
481,,,,,,,19.29,,,,,,18.7
482,,,,,,,19.29,,,,,,18.7
483,,,,,,,19.29,,,,,,18.7
484,,,,,,,19.29,,,,,,18.7
485,,,,,,,19.29,,,,,,18.7
486,,,,,,,19.29,,,,,,18.7
487,,,,,,,19.29,,,,,,18.7
488,,,,,,,19.29,,,,,,18.7
489,,,,,,,19.29,,,,,,18.7
490,,,,,,,19.29,,,,,,18.7
491,,,,,,,19.29,,,,,,18.7
492,,,,,,,19.29,,,,,,18.7
493,,,,,,,19.29,,,,,,18.7
494,,,,,,,19.29,,,,,,18.7
495,,,,,,,19.29,,,,,,18.7
496,,,,,,,19.29,,,,,,18.7
497,,,,,,,19.29,,,,,,18.7
498,,,,,,,19.29,,,,,,18.7
499,,,,,,,19.29,,,,,,18.7
500,,,,,,,19.29,,,,,,18.7
501,,,,,,,19.29,,,,,,18.7
502,,,,,,,19.29,,,,,,18.7
503,,,,,,,19.29,,,,,,18.7
504,,,,,,,19.29,,,,,,18.7
505,,,,,,,19.29,,,,,,18.7
506,,,,,,,19.29,,,,,,18.7
507,,,,,,,19.29,,,,,,18.7
508,,,,,,,19.29,,,,,,18.7
509,,,,,,,19.29,,,,,,18.7
510,,,,,,,19.29,,,,,,18.7
511,,,,,,,19.29,,,,,,18.7
512,,,,,,,19.29,,,,,,18.7
513,,,,,,,19.29,,,,,,18.7
514,,,,,,,19.29,,,,,,18.7
515,,,,,,,19.29,,,,,,18.7
516,,,,,,,19.29,,,,,,18.7
517,,,,,,,19.29,,,,,,18.7
518,,,,,,,19.29,,,,,,18.7
519,,,,,,,19.29,,,,,,18.7
520,,,,,,,19.29,,,,,,18.7
521,,,,,,,19.29,,,,,,18.7
522,,,,,,,19.29,,,,,,18.7
523,,,,,,,19.29,,,,,,18.7
524,,,,,,,19.29,,,,,,18.7
525,,,,,,,19.29,,,,,,18.7
526,,,,,,,19.29,,,,,,18.7
527,,,,,,,19.29,,,,,,18.7
528,,,,,,,19.29,,,,,,18.7
529,,,,,,,19.29,,,,,,18.7
530,,,,,,,19.29,,,,,,18.7
531,,,,,,,19.29,,,,,,18.7
532,,,,,,,19.29,,,,,,18.7
533,,,,,,,19.29,,,,,,18.7
534,,,,,,,19.29,,,,,,18.7
535,,,,,,,19.29,,,,,,18.7
536,,,,,,,19.29,,,,,,18.7
537,,,,,,,19.29,,,,,,18.7
538,,,,,,,19.29,,,,,,18.7
539,,,,,,,19.29,,,,,,18.7
540,,,,,,,19.29,,,,,,18.7
541,,,,,,,19.29,,,,,,18.7
542,,,,,,,19.29,,,,,,18.7
543,,,,,,,19.29,,,,,,18.7
544,,,,,,,19.29,,,,,,18.7
545,,,,,,,19.29,,,,,,18.7
546,,,,,,,19.29,,,,,,18.7
547,,,,,,,19.29,,,,,,18.7
548,,,,,,,19.29,,,,,,18.7
549,,,,,,,19.29,,,,,,18.7
550,,,,,,,19.29,,,,,,18.7
551,,,,,,,19.29,,,,,,18.7
552,,,,,,,19.29,,,,,,18.7
553,,,,,,,19.29,,,,,,18.7
554,,,,,,,19.29,,,,,,18.7
555,,,,,,,19.29,,,,,,18.7
556,,,,,,,19.29,,,,,,18.7
557,,,,,,,19.29,,,,,,18.7
558,,,,,,,19.29,,,,,,18.7
559,,,,,,,19.29,,,,,,18.7
560,,,,,,,19.29,,,,,,18.7
561,,,,,,,19.29,,,,,,18.7
562,,,,,,,19.29,,,,,,18.7
563,,,,,,,19.29,,,,,,18.7
564,,,,,,,19.29,,,,,,18.7
565,,,,,,,19.29,,,,,,18.7
566,,,,,,,19.29,,,,,,18.7
567,,,,,,,19.315,,,,,,18.7
568,,,,,,,19.315,,,,,,18.7
569,,,,,,,19.315,,,,,,18.7
570,,,,,,,19.315,,,,,,18.7
571,,,,,,,19.315,,,,,,18.7
572,,,,,,,19.315,,,,,,18.7
573,,,,,,,19.315,,,,,,18.7
574,,,,,,,19.315,,,,,,18.7
575,,,,,,,19.32333333,,,,,,18.7
576,,,,,,,19.32333333,,,,,,18.7
577,,,,,,,19.32333333,,,,,,18.7
578,,,,,,,19.32333333,,,,,,18.7
579,,,,,,,19.32333333,,,,,,18.7
580,,,,,,,19.32333333,,,,,,18.7
581,,,,,,,19.32333333,,,,,,18.7
582,,,,,,,19.32333333,,,,,,18.7
583,,,,,,,19.32333333,,,,,,18.7
584,,,,,,,19.32333333,,,,,,18.7
585,,,,,,,19.32333333,,,,,,18.7
586,,,,,,,19.32333333,,,,,,18.7
587,,,,,,,19.34,,,,,,18.7
588,,,,,,,19.34,,,,,,18.7
589,,,,,,,19.34,,,,,,18.7
590,,,,,,,19.34,,,,,,18.7
591,,,,,,,19.34,,,,,,18.7
592,,,,,,,19.34,,,,,,18.7
593,,,,,,,19.34,,,,,,18.7
594,,,,,,,19.34,,,,,,18.7
595,,,,,,,19.34,,,,,,18.7
596,,,,,,,19.34,,,,,,18.7
597,,,,,,,19.34,,,,,,18.7
598,,,,,,,19.34,,,,,,18.7
599,,,,,,,19.34,,,,,,18.7
600,,,,,,,19.34,,,,,,18.7225
601,,,,,,,19.34,,,,,,18.7225
602,,,,,,,19.34,,,,,,18.73
603,,,,,,,19.34,,,,,,18.73
604,,,,,,,19.34,,,,,,18.73
605,,,,,,,19.34,,,,,,18.73
606,,,,,,,19.34,,,,,,18.73
607,,,,,,,19.34,,,,,,18.745
608,,,,,,,19.34,,,,,,18.745
609,,,,,,,19.34,,,,,,18.745
610,,,,,,,19.34,,,,,,18.745
611,,,,,,,19.34,,,,,,18.745
612,,,,,,,19.34,,,,,,18.745
613,,,,,,,19.34,,,,,,18.745
614,,,,,,,19.34,,,,,,18.745
615,,,,,,,19.34,,,,,,18.745
616,,,,,,,19.34,,,,,,18.745
617,,,,,,,19.34,,,,,,18.745
618,,,,,,,19.34,,,,,,18.745
619,,,,,,,19.34,,,,,,18.745
620,,,,,,,19.34,,,,,,18.745
621,,,,,,,19.34,,,,,,18.745
622,,,,,,,19.34,,,,,,18.745
623,,,,,,,19.34,,,,,,18.745
624,,,,,,,19.34,,,,,,18.745
625,,,,,,,19.34,,,,,,18.745
626,,,,,,,19.34,,,,,,18.745
627,,,,,,,19.34,,,,,,18.745
628,,,,,,,19.34,,,,,,18.745
629,,,,,,,19.34,,,,,,18.745
630,,,,,,,19.34,,,,,,18.745
631,,,,,,,19.34,,,,,,18.745
632,,,,,,,19.34,,,,,,18.745
633,,,,,,,19.34,,,,,,18.745
634,,,,,,,19.34,,,,,,18.745
635,,,,,,,19.34,,,,,,18.745
636,,,,,,,19.34,,,,,,18.745
637,,,,,,,19.34,,,,,,18.745
638,,,,,,,19.34,,,,,,18.745
639,,,,,,,19.35,,,,,,18.745
640,,,,,,,19.35666667,,,,,,18.745
641,,,,,,,19.35666667,,,,,,18.745
642,,,,,,,19.35666667,,,,,,18.745
643,,,,,,,19.35666667,,,,,,18.745
644,,,,,,,19.35666667,,,,,,18.76
645,,,,,,,19.35666667,,,,,,18.76
646,,,,,,,19.35666667,,,,,,18.76
647,,,,,,,19.35666667,,,,,,18.76
648,,,,,,,19.35666667,,,,,,18.76
649,,,,,,,19.35666667,,,,,,18.7675
650,,,,,,,19.365,,,,,,18.7675
651,,,,,,,19.365,,,,,,18.7675
652,,,,,,,19.365,,,,,,18.7675
653,,,,,,,19.39,,,,,,18.7675
654,,,,,,,19.39,,,,,,18.7675
655,,,,,,,19.39,,,,,,18.7675
656,,,,,,,19.39,,,,,,18.7675
657,,,,,,,19.39,,,,,,18.79
