id,Temperature,Humidity
190,21.6,26.29
191,21.55,26.245
192,21.55,26.245
193,21.5,26.2
194,21.56666667,26.2
195,21.5,26.2
196,21.5,26.2
197,21.5,26.15
198,21.5,26.15
199,21.5,26.1
200,21.5,26.1
201,21.5,26.1
202,21.5,26.1
203,21.5,26.05
204,21.5,26.1
205,21.5,26
206,21.5,26
207,21.5,26
208,21.5,26
209,21.5,26
210,21.5,26
211,21.5,26
212,21.5,25.89
213,21.5,26
214,21.5,26
215,21.5,25.92666667
216,21.5,25.89
217,21.5,25.89
218,21.5,25.89
219,21.5,25.84
220,21.5,25.84
221,21.5,25.89
222,21.5,25.89
223,21.5,25.89
224,21.4725,25.865
225,21.5,25.84
226,21.5,25.79
227,21.5,25.79
228,21.5,25.79
229,21.445,25.745
230,21.445,25.745
231,21.46333333,25.76
232,21.445,25.745
233,21.5,25.79
234,21.42666667,25.73
235,21.39,25.7
236,21.39,25.7
237,21.445,25.745
238,21.5,25.79
239,21.39,25.7
240,21.445,25.745
241,21.445,25.745
242,21.39,25.7
243,21.5,25.79
244,21.39,25.7
245,21.42666667,25.73
246,21.39,25.7
247,21.39,25.7
248,21.39,25.7
249,21.39,25.7
250,21.39,25.7
251,21.39,25.7
252,21.39,25.7
253,21.39,25.7
254,21.39,25.7
255,21.39,25.7
256,21.39,25.7
257,21.39,25.7
258,21.39,25.7
259,21.39,25.7
260,21.39,25.7
261,21.39,25.7
262,21.39,25.7
263,21.39,25.7
264,21.39,25.7
265,21.39,25.7
266,21.39,25.7
267,21.39,25.7
268,21.34,25.7
269,21.39,25.7
270,21.39,25.7
271,21.39,25.7
272,21.29,25.7
273,21.34,25.7
274,21.29,25.7
275,21.34,25.7
276,21.32333333,25.7
277,21.34,25.7
278,21.29,25.7
279,21.39,25.7
280,21.39,25.7
281,21.29,25.7
282,21.29,25.7
283,21.34,25.7
284,21.29,25.7
285,21.39,25.7
286,21.29,25.7
287,21.34,25.7
288,21.29,25.7
289,21.29,25.7
290,21.29,25.7
291,21.29,25.7
292,21.29,25.7
293,21.29,25.7
294,21.29,25.7
295,21.29,25.7
296,21.29,25.7
297,21.29,25.7
298,21.29,25.7
299,21.29,25.7
300,21.29,25.7
301,21.29,25.7
302,21.2,25.6
303,21.29,25.7
304,21.29,25.7
305,21.26,25.66666667
306,21.245,25.65
307,21.23,25.63333333
308,21.29,25.7
309,21.2,25.6
310,21.2,25.6
311,21.245,25.65
312,21.245,25.65
313,21.2,25.6
314,21.2,25.6
315,21.2,25.6
316,21.2,25.6
317,21.2,25.6
318,21.2,25.6
319,21.2,25.6
320,21.2,25.6
321,21.2,25.6
322,21.2,25.6
323,21.2,25.55
324,21.2,25.5
325,21.2,25.5
326,21.2,25.5
327,21.2,25.5
328,21.2,25.5
329,21.2,25.5
330,21.2,25.445
331,21.2,25.5
332,21.2,25.39
333,21.2,25.39
334,21.2,25.39
335,21.2,25.39
336,21.2,25.39
337,21.2,25.39
338,21.2,25.39
339,21.2,25.39
340,21.2,25.39
341,21.2,25.39
342,21.2,25.29
343,21.2,25.39
344,21.2,25.29
345,21.2,25.34
346,21.2,25.39
347,21.2,25.34
348,21.2,25.29
349,21.2,25.365
350,21.2,25.39
351,21.2,25.39
352,21.15,25.39
353,21.2,25.39
354,21.2,25.39
355,21.2,25.39
356,21.2,25.29
357,21.2,25.34
358,21.2,25.29
359,21.2,25.29
360,21.2,25.29
361,21.2,25.29
362,21.2,25.29
363,21.2,25.29
364,21.2,25.29
365,21.2,25.29
366,21.245,25.245
367,21.23,25.23
368,21.29,25.29
369,21.2,25.2
370,21.245,25.245
371,21.245,25.245
372,21.26,25.26
373,21.245,25.245
374,21.245,25.2
375,21.29,25.2
376,21.245,25.2
377,21.29,25.2
378,21.29,25.2
379,21.29,25.2
380,21.29,25.2
381,21.29,25.2
382,21.29,25.2
383,21.29,25.2
384,21.29,25.2
385,21.29,25.2
386,21.29,25.2
387,21.29,25.2
388,21.29,25.2
389,21.29,25.2
390,21.29,25.2
391,21.29,25.2
392,21.29,25.2
393,21.29,25.2
394,21.29,25.2
395,21.29,25.2
396,21.29,25.245
397,21.29,25.245
398,21.2,25.2
399,21.2,25.2
400,21.2,25.2
401,21.2,25.2
402,21.2,25.2
403,21.2,25.245
404,21.2,25.245
405,21.2,25.29
406,21.2,25.29
407,21.2,25.29
408,21.16666667,25.35666667
409,21.16666667,25.39
410,21.15,25.39
411,21.1,25.39
412,21.15,25.39
413,21.1,25.39
414,21.1,25.39
415,21.1,25.46333333
416,21.1,25.5
417,21.1,25.5
418,21.05,25.445
419,21.1,25.5
420,21.05,25.445
421,21.05,25.445
422,21.1,25.5
423,21,25.39
424,21.1,25.5
425,21.1,25.5
426,21.1,25.5
427,21.1,25.39
428,21.1,25.39
429,21.1,25.39
430,21.1,25.39
431,21.1,25.39
432,21.05,25.34
433,21.1,25.39
434,21.1,25.39
435,21.1,25.39
436,21.1,25.39
437,21.15,25.39
438,21.1,25.39
439,21.125,25.39
440,21.13333333,25.39
441,21.1,25.34
442,21.1,25.34
443,21.15,25.34
444,21.2,25.29
445,21.15,25.29
446,21.15,25.245
447,21.2,25.245
448,21.2,25.2
449,21.2,25.2
450,21.13333333,25.2
451,21.16666667,25.2
452,21.2,25.2
453,21.2,25.2
454,21.2,25.2
455,21.2,25.2
456,21.2,25.2
457,21.2,25.2
458,21.2,25.1
459,21.2,25.1
460,21.2,25.1
461,21.2,25.15
462,21.2,25.1
463,21.2,25.1
464,21.2,25.1
465,21.2,25.1
466,21.2,25.1
467,21.2,25.1
468,21.2,25.1
469,21.2,25.1
470,21.2,25.1
471,21.2,25.1
472,21.2,25.1
473,21.2,25.05
474,21.2,25
475,21.2,25
476,21.2,25
477,21.2,25
478,21.2,25
479,21.2,25
480,21.2,25.1
481,21.125,25.1
482,21.1,25
483,21.1,25.1
484,21.1,25.1
485,21.1,25.06666667
486,21.1,25
487,21.1,25.1
488,21.05,25.05
489,21.1,25.1
490,21.1,25.1
491,21,25
492,21,25
493,21,25
494,21,25
495,21,25
496,21,25
497,21,25
498,21,25
499,21,25
500,21,25.05
501,21,25.1
502,21,25
503,21,25
504,21,25
505,21,25
506,21,25
507,21,25
508,21,25
509,21,25
510,21,25
511,21,25
512,21,25
513,21,24.89
514,21,24.89
515,21,24.89
516,21.05,24.945
517,21.05,24.945
518,21,24.89
519,21.03333333,24.92666667
520,21.05,24.945
521,21.05,24.945
522,21.1,25
523,21.05,24.945
524,21,24.89
525,21.1,24.89
526,21.1,24.89
527,21.03333333,24.89
528,21.075,24.9725
529,21.03333333,24.92666667
530,21.1,24.945
531,21.1,24.9175
532,21.1,24.89
533,21.1,24.89
534,21.1,24.89
535,21.1,24.89
536,21.05,24.84
537,21.1,24.89
538,21.05,24.84
539,21.06666667,24.85666667
540,21.1,24.89
541,21.03333333,24.82333333
542,21.025,24.84
543,21,24.79
544,21,24.82333333
545,21,24.85666667
546,21,24.89
547,21,24.89
548,21,24.89
549,21,24.84
550,21,24.89
551,21,24.89
552,21,24.89
553,21,24.89
554,21,24.89
555,21,24.89
556,20.945,24.89
557,20.96333333,24.89
558,20.89,24.89
559,20.92666667,24.89
560,21,24.89
561,20.89,24.89
562,20.89,24.89
563,20.89,24.89
564,20.89,24.89
565,20.89,24.89
566,20.89,24.89
567,20.89,24.89
568,20.89,24.89
569,20.89,24.89
570,20.89,24.89
571,20.89,24.89
572,20.92666667,24.79
573,20.89,24.79
574,20.89,24.79
575,20.92666667,24.79
576,20.945,24.79
577,21,24.7
578,21,24.7
579,21,24.7
580,21,24.7
581,21,24.63333333
582,21,24.6
583,21,24.6
584,21,24.6
585,21,24.6
586,21,24.6
587,21,24.6
588,21,24.6
589,21,24.6
590,21,24.56666667
591,21,24.55
592,21,24.5
593,21,24.5
594,21,24.5
595,21,24.5
596,21,24.5
597,21,24.5
598,21,24.445
599,21,24.445
600,21,24.39
601,21,24.39
602,21,24.5
603,21,24.42666667
604,21,24.5
605,21,24.39
606,21,24.39
607,21,24.39
608,21,24.39
609,21,24.39
610,21,24.39
611,21,24.35666667
612,21,24.29
613,20.89,24.39
614,20.945,24.39
615,21,24.39
616,20.89,24.39
617,20.89,24.39
618,20.89,24.39
619,20.89,24.29
620,20.89,24.34
621,20.85666667,24.35666667
622,20.89,24.39
623,20.89,24.34
624,20.89,24.39
625,20.89,24.29
626,20.89,24.29
627,20.84,24.245
628,20.89,24.39
629,20.89,24.29
630,20.85666667,24.26
631,20.89,24.29
632,20.89,24.29
633,20.89,24.29
634,20.89,24.29
635,20.89,24.2
636,20.89,24.29
637,20.89,24.2
638,20.85666667,24.16666667
639,20.89,24.2
640,20.89,24.2
641,20.865,24.175
642,20.89,24.2
643,20.89,24.175
644,20.89,24.2
645,20.89,24.15
646,20.89,24.2
647,20.89,24.1
648,20.89,24
649,20.945,24
650,21,24
651,20.945,24
652,20.945,24
653,20.92666667,24
654,20.89,24
655,20.89,24
656,20.945,24
657,20.89,23.89
658,21,23.89
659,21,23.84
660,21,23.82333333
661,21,23.79
662,21,23.79
663,21,23.79
664,21,23.79
665,21,23.79
666,21,23.7675
667,21,23.79
668,21,23.79
669,20.96333333,23.79
670,20.89,23.79
671,20.89,23.73
672,20.9175,23.7225
673,20.89,23.7
674,20.89,23.7
675,20.89,23.6
676,20.89,23.7
677,20.89,23.6
678,20.89,23.6
679,20.89,23.6
680,20.89,23.63333333
681,20.89,23.6
682,20.89,23.6
683,20.89,23.6
684,20.89,23.6
685,20.945,23.6
686,20.89,23.6
687,20.89,23.6
688,20.945,23.5
689,20.89,23.5
690,20.945,23.5
691,20.945,23.5
692,20.89,23.5
693,20.89,23.5
694,20.89,23.5
695,20.89,23.5
696,20.89,23.5
697,20.92666667,23.5
698,20.89,23.5
699,20.89,23.5
700,20.945,23.5
701,20.89,23.5
702,20.89,23.5
703,20.89,23.5
704,20.89,23.5
705,20.89,23.445
706,20.89,23.445
707,20.89,23.39
708,20.89,23.445
709,20.89,23.5
710,20.89,23.5
711,20.89,23.445
712,20.89,23.5
713,20.89,23.5
714,20.89,23.5
715,20.89,23.5
716,20.89,23.42666667
717,20.89,23.445
718,20.89,23.39
719,20.89,23.445
720,20.89,23.39
721,20.84,23.395
722,20.89,23.39
723,20.84,23.34
724,20.89,23.39
725,20.89,23.39
726,20.89,23.39
727,20.84,23.34
728,20.89,23.39
729,20.89,23.34
730,20.865,23.2925
731,20.89,23.34
732,20.85666667,23.26
733,20.89,23.29
734,20.89,23.29
735,20.89,23.29
736,20.89,23.29
737,20.84,23.245
738,20.89,23.29
739,20.89,23.29
740,20.89,23.29
741,20.89,23.2
742,20.89,23.2
743,20.89,23.2
744,20.89,23.2
745,20.89,23.2
746,20.89,23.15
747,20.89,23.15
748,20.84,23.075
749,20.89,23.1
750,20.89,23.1
751,20.89,23.1
752,20.85666667,23.06666667
753,20.89,23.1
754,20.89,23.1
755,20.89,23.1
756,20.89,23.1
757,20.89,23.1
758,20.89,23.1
759,20.89,23.1
760,20.89,23.1
761,20.89,23.1
762,20.89,23.1
763,20.89,23
764,20.84,23.05
765,20.89,23.1
766,20.85666667,23.06666667
767,20.89,23
768,20.89,23
769,20.89,23
770,20.79,22.89
771,20.79,22.89
772,20.84,22.945
773,20.79,22.89
774,20.79,22.84
775,20.79,22.84
776,20.79,22.89
777,20.79,22.89
778,20.79,22.89
779,20.7,22.89
780,20.745,22.84
781,20.7,22.89
782,20.745,22.84
783,20.79,22.79
784,20.7,22.79
785,20.7,22.79
786,20.76,22.79
787,20.7,22.79
788,20.7,22.79
789,20.7,22.79
790,20.73,22.79
791,20.7,22.79
792,20.7,22.7
793,20.73,22.7
794,20.7,22.7
795,20.7,22.7675
796,20.7,22.79
797,20.7,22.7
798,20.7,22.7
799,20.7,22.7
800,20.7,22.7
801,20.7,22.7
802,20.7,22.7
803,20.7,22.7
804,20.7,22.65
805,20.7,22.63333333
806,20.7,22.6
807,20.7,22.6
808,20.7,22.6
809,20.7,22.5
810,20.7,22.5
811,20.7,22.5
812,20.7,22.5
813,20.7,22.5
814,20.7,22.5
815,20.7,22.5
816,20.7,22.5
817,20.7,22.5
818,20.7,22.5
819,20.7,22.5
820,20.7,22.445
821,20.7,22.5
822,20.7,22.39
823,20.7,22.39
824,20.7,22.39
825,20.7,22.39
826,20.7,22.39
827,20.7,22.39
828,20.7,22.39
829,20.7,22.4175
830,20.7,22.5
831,20.7,22.46333333
832,20.7225,22.5
833,20.73,22.5
834,20.7225,22.525
835,20.7675,22.65
836,20.79,22.79
837,20.815,22.8675
838,20.82333333,23.03333333
839,20.815,23.025
840,20.89,23.175
841,20.89,23.29
842,20.89,23.29
843,20.89,23.29
844,20.89,23.32333333
845,20.945,23.39
846,20.96333333,23.46333333
847,21,23.5
848,21,23.5
849,21,23.56666667
850,21,23.6
851,21,23.6
852,21,23.6
853,21,23.7
854,21,23.7
855,21.025,23.7225
856,21.025,23.7225
857,21.05,23.745
858,21.025,23.7225
859,21.1,23.76
860,21.075,23.72
861,21.03333333,23.66666667
862,21.075,23.7675
863,21.1,23.79
864,21.1,23.79
865,21.1,23.73
866,21.15,23.7225
867,21.2,23.745
868,21.2,23.79
869,21.2,23.79
870,21.26,23.85666667
871,21.29,23.865
872,21.29,23.89
873,21.29,23.89
874,21.32333333,23.92666667
875,21.29,24
876,21.34,24
877,21.29,24.05
878,21.29,24.1
879,21.315,24.175
880,21.29,24.2
881,21.29,24.2
882,21.34,24.15
883,21.32333333,24.1
884,21.29,24.1
885,21.34,24.2225
886,21.29,24.29
887,21.34,24.29
888,21.34,24.29
889,21.32333333,24.29
890,21.35666667,24.29
891,21.365,24.29
892,21.39,24.29
893,21.35666667,24.29
894,21.32333333,24.29
895,21.39,24.2675
896,21.32333333,24.29
897,21.39,24.29
898,21.365,24.2225
899,21.39,24.26
900,21.39,24.26
901,21.39,24.29
902,21.39,24.29
903,21.39,24.29
904,21.4175,24.315
905,21.39,24.29
906,21.445,24.34
907,21.46333333,24.35666667
908,21.5,24.39
909,21.5,24.39
910,21.5,24.39
911,21.5,24.35666667
912,21.5,24.365
913,21.5,24.29
914,21.525,24.5425
915,21.55,24.5175
916,21.6,24.39
917,21.6,24.55
918,21.7,24.7
919,21.7,24.69666667
920,21.7675,24.865
921,21.79,24.89
922,21.815,24.9175
923,21.84,25.0225
924,21.89,25.15
925,21.89,25.2
926,21.89,25.2
927,21.89,25.2925
928,21.9175,25.39
929,21.96333333,25.39333333
930,22,25.4725
931,22,25.5
932,22,25.519
933,22,25.538
934,22.025,25.5975
935,22.05,25.7475
936,22.06666667,25.79333333
937,22.06666667,25.89333333
938,22.1,25.92666667
939,22.1,25.945
940,22.1,26.075
941,22.1,25.83
942,22.1,25.82333333
943,22.1,25.8
944,22.1,25.8225
945,22.1,26.05
946,22.1,26.1
947,22.1,26.0725
948,22.1,25.745
949,22.1,25.79333333
950,22.1,25.945
951,22.1,26.03
952,22.125,26.025
953,22.1,26.1
954,22.1,26.1
955,22.1,26.175
956,22.1,26.2
957,22.1,26.1975
958,22.1,26.2
959,22.075,26.2
960,22.075,26.2225
961,22.1,26.29
962,22.1,26.29
963,22.1,26.29
964,22.1,26.35666667
965,22.1,26.315
966,22.1,26.39
967,22.1,26.39
968,22.1,26.39
969,22.1,26.39
970,22.1,26.5225
971,22.125,26.4425
972,22.1,26.47
973,22.1,26.445
974,22.1,26.5
975,22.1,26.445
976,22.1,26.5
977,22.1,26.55
978,22.1,26.5
979,22.1,26.5
980,22.1,26.6
981,22.1,26.6
982,22.1,26.575
983,22.15,26.6
984,22.1,26.7
985,22.1,26.66666667
986,22.1,26.675
987,22.1,26.625
988,22.1,26.65
989,22.1,26.625
990,22.1,26.65
991,22.1,26.64
992,22.1,26.63333333
993,22.1,26.6
994,22.05,26.575
995,22.05,26.55
996,22.025,26.4425
997,22.05,26.34
998,22,26.29
999,22,26.29
1000,22,26.23
1001,22.06666667,26.26
1002,22.05,26.245
1003,22.075,26.2925
1004,22.1,26.29
1005,22.1,26.245
1006,22.1,26.245
1007,22.1,26.245
1008,22.1,26.245
1009,22.1,26.2
1010,22.08,26.216
1011,22.1,26.2
1012,22,26.1
1013,22.08,26.18
1014,22.025,26.125
1015,22,26.175
1016,22.03333333,26.23
1017,22.075,26.2675
1018,22,26.2
1019,22.075,26.29
1020,22.06666667,26.35666667
1021,22.05,26.34
1022,22.06666667,26.35666667
1023,22.075,26.3425
1024,22.025,26.34
1025,22.025,26.315
1026,22.03333333,26.39
1027,22.075,26.365
1028,22.075,26.365
1029,22.06666667,26.42666667
1030,22.06666667,26.46333333
1031,22.1,26.5
1032,22.1,26.5
1033,22.1,26.5
1034,22.1,26.5
1035,22.1,26.525
1036,22.1,26.6
1037,22.1,26.6
1038,22.1,26.6
1039,22.1,26.6
1040,22.13333333,26.6
1041,22.1,26.6
1042,22.175,26.6
1043,22.175,26.6
1044,22.175,26.6
1045,22.175,26.6
1046,22.2,26.6
1047,22.2,26.6
1048,22.2,26.6
1049,22.2,26.6
1050,22.2,26.6
1051,22.15,26.6
1052,22.15,26.6
1053,22.2,26.6
1054,22.175,26.675
1055,22.2,26.7
1056,22.2,26.76333333
1057,22.16666667,26.85666667
1058,22.2,26.79
1059,22.2,26.85666667
1060,22.175,26.9175
1061,22.2,26.9175
1062,22.2,26.89
1063,22.2,26.9725
1064,22.2,27
1065,22.2,27
1066,22.2,27
1067,22.2,27.025
1068,22.2,27
1069,22.2,27
1070,22.2,27.05
1071,22.2,27
1072,22.2,27.06666667
1073,22.2,27
1074,22.2,27.075
1075,22.2,27.1
1076,22.2,27.075
1077,22.2,27.06666667
1078,22.2,27.1
1079,22.175,27.1
1080,22.2,27.1
1081,22.2,27.03333333
1082,22.2,27
1083,22.2,27.025
1084,22.2,27.1
1085,22.2,27.1
1086,22.175,27.175
1087,22.175,27.125
1088,22.175,27.125
1089,22.2,27.1
1090,22.2,27.1
1091,22.2,27.1
1092,22.2,27.075
1093,22.2,27.1
1094,22.2,27
1095,22.175,27
1096,22.2,27.06666667
1097,22.2,27
1098,22.2,26.945
1099,22.2,27
1100,22.2,27
1101,22.2,27
1102,22.2,26.96333333
1103,22.2,26.84
1104,22.26,26.85666667
1105,22.29,26.865
1106,22.315,26.865
1107,22.39,26.79
1108,22.39,26.9725
1109,22.42666667,27
1110,22.4725,26.89
1111,22.53333333,26.82333333
1112,22.575,26.84
1113,22.6,26.79
1114,22.6,26.815
1115,22.6,26.85666667
1116,22.675,26.89
1117,22.66666667,26.96333333
1118,22.7,27.075
1119,22.7225,26.7475
1120,22.7,26.89
1121,22.7,26.89
1122,22.7,26.9175
1123,22.7,26.89
1124,22.7,26.89
1125,22.7,26.89
1126,22.675,26.865
1127,22.7,26.815
1128,22.7,26.7
1129,22.7,26.7
1130,22.7,26.66666667
1131,22.675,26.575
1132,22.65,26.55
1133,22.66666667,26.56666667
1134,22.65,26.55
1135,22.625,26.4975
1136,22.6,26.39
1137,22.625,26.4975
1138,22.625,26.525
1139,22.6,26.5
1140,22.6,26.5
1141,22.6,26.5
1142,22.63333333,26.46
1143,22.65,26.495
1144,22.675,26.525
1145,22.7225,26.4725
1146,22.76,26.39
1147,22.85666667,26.32333333
1148,22.89,26.245
1149,22.89,26.2
1150,22.89,26.1
1151,22.89,26.175
1152,22.89,26.13333333
1153,22.89,26.1
1154,22.89,26
1155,22.89,25.945
1156,22.84,25.9175
1157,22.82333333,25.85666667
1158,22.79,25.865
1159,22.79,25.82333333
1160,22.79,25.9725
1161,22.745,26
1162,22.7,26
1163,22.7,26.075
1164,22.66666667,26.06666667
1165,22.6,26.05
1166,22.6,26.1
1167,22.56666667,26.1
1168,22.525,26.1
1169,22.5,26.1
1170,22.5,26.1
1171,22.4175,26.05
1172,22.39,26.1
1173,22.39,26.1
1174,22.39,26.1
1175,22.39,26.1
1176,22.39,26.1
1177,22.34,26.1
1178,22.32333333,26.1
1179,22.29,26.1
1180,22.29,26.1
1181,22.29,26.1
1182,22.29,26.16666667
1183,22.29,26.15
1184,22.29,26.1
1185,22.2675,26.1725
1186,22.29,26.29
1187,22.29,26.26
1188,22.29,26.2
1189,22.29,26.2
1190,22.29,26.2
1191,22.29,26.175
1192,22.315,26.1
1193,22.29,26.1
1194,22.34,26.1
1195,22.315,26.1
1196,22.29,26.1
1197,22.29,26.1
1198,22.29,26.1
1199,22.29,26.1
1200,22.29,26.1
1201,22.29,26.1
1202,22.29,26.025
1203,22.29,26
1204,22.29,26
1205,22.29,26
1206,22.29,26
1207,22.29,26
1208,22.29,25.945
1209,22.29,25.945
1210,22.29,25.96333333
1211,22.2675,25.89
1212,22.2675,25.89
1213,22.2675,25.9175
1214,22.29,25.92666667
1215,22.245,25.89
1216,22.29,25.89
1217,22.2675,25.89
1218,22.2675,25.865
1219,22.29,25.89
1220,22.23,25.82333333
1221,22.2225,25.8925
1222,22.2,25.96
1223,22.2225,25.99
1224,22.2,26.1225
1225,22.2,26.05
1226,22.2,26.213
1227,22.2,26.376
1228,22.2,26.6
1229,22.2,26.66666667
1230,22.2,26.745
1231,22.2,26.82333333
1232,22.2,26.945
1233,22.2,27
1234,22.2,26.9175
1235,22.2,26.9175
1236,22.2,27.1
1237,22.245,27.125
1238,22.2,27.19666667
1239,22.2,27.4175
1240,22.2,27.5
1241,22.2675,27.4225
1242,22.2,26.8975
1243,22.23,27.73
1244,22.2,27.745
1245,22.2675,28.025
1246,22.2,28
1247,22.2,28.1
1248,22.245,28.2225
1249,22.2225,28.2225
1250,22.2225,28.3675
1251,22.29,28.39
1252,22.245,28.245
1253,22.29,28.39
1254,22.29,28.5
1255,22.29,28.42666667
1256,22.315,28.39
1257,22.32333333,28.39
1258,22.29,28.35666667
1259,22.29,28.34
1260,22.34,28.39
1261,22.39,28.2
1262,22.39,28.2
1263,22.39,28.29333333
1264,22.39,28.39
1265,22.39,28.2925
1266,22.42666667,28.2
1267,22.445,28.245
1268,22.5,28.365
1269,22.46333333,28.32666667
1270,22.5,28.3175
1271,22.55,28.3175
1272,22.5,28.34
1273,22.525,28.39
1274,22.5,28.39
1275,22.5,28.03333333
1276,22.525,28.025
1277,22.575,28.22
1278,22.6,28.2
1279,22.6,28.245
1280,22.5,28.29
1281,22.6,28.315
1282,22.55,28.2675
1283,22.6,28.29
1284,22.6,28.245
1285,22.6,28.2
1286,22.6,28.39
1287,22.6,28.39
1288,22.6,28.34
1289,22.6,28.1725
1290,22.6,28.1475
1291,22.6,28.23
1292,22.6,28.13333333
1293,22.575,28
1294,22.6,28
1295,22.55,27.82
1296,22.525,27.815
1297,22.5,27.815
1298,22.5,27.745
1299,22.525,27.7
1300,22.55,27.7
1301,22.5,27.6
1302,22.5,27.7
1303,22.5,27.6
1304,22.5,27.33
1305,22.55,27.445
1306,22.5,27.4725
1307,22.5,27.39
1308,22.5,27.34
1309,22.5,27.29
1310,22.5,27.315
1311,22.5,27.29
1312,22.5,27.2225
1313,22.5,27.2225
1314,22.5,27.2
1315,22.5,27.15
1316,22.5,27.2225
1317,22.4725,27.1975
1318,22.5,27.16666667
1319,22.5,27.125
1320,22.5,27.15
1321,22.5,27.125
1322,22.5,27.06666667
1323,22.5,27.1
1324,22.5,27.1
1325,22.5,27.1
1326,22.5,27.025
1327,22.5,27
1328,22.5,27
1329,22.5,26.9725
1330,22.5,26.73333333
1331,22.5,26.925
1332,22.5,26.9725
1333,22.5,27.05
1334,22.445,26.9
1335,22.4175,26.82
1336,22.39,26.69666667
1337,22.39,26.96333333
1338,22.39,27.0225
1339,22.39,26.82333333
1340,22.39,26.84
1341,22.39,26.745
1342,22.39,26.79
1343,22.35666667,26.73
1344,22.39,26.5725
1345,22.39,26.675
1346,22.39,26.695
1347,22.39,26.745
1348,22.39,26.79
1349,22.4175,26.65
1350,22.4725,26.745
1351,22.445,26.695
1352,22.445,26.745
1353,22.42666667,26.69666667
1354,22.39,26.79
1355,22.42666667,26.73
1356,22.39,26.5475
1357,22.39,26.4175
1358,22.39,26.53333333
